6084;Palabras;Amaia Montero;Balada;Español
5858;Caminando;Amaia Montero;Pop;Español
4577;Ni puedo ni quiero;Amaia Montero;Pop;Español
4189;Te voy a decir una cosa;Amaia Montero;Balada;Español
4157;Cuatro segundos;Amaia Montero;Pop;Español
3535;Quiero ser;Amaia Montero;Balada;Español
6758;Los abrazos rotos;Amaia Montero,Alex Ubago;Balada;Español
1550;Simplemente amor;Amaia Montero,Diego Verdaguer;Balada;Español
7434;El gato y yo;Amanda Miguel;Balada;Español
4651;A mi amiga;Amanda Miguel;Balada;Español
4537;Quién será;Amanda Miguel;Balada;Español
4259;Castillos en el aire;Amanda Miguel;Balada;Español
3715;El pecado;Amanda Miguel;Balada;Español
2971;Hagamos un trato;Amanda Miguel;Balada;Español
2854;Así no te amará jamás;Amanda Miguel;Balada;Español
2225;Él me mintió;Amanda Miguel;Balada;Español
1582;Ámame una vez más;Amanda Miguel;Balada;Español
1544;Mi buen corazón;Amanda Miguel;Balada;Español
1947;Me enamoré;Amar Azul;Cumbia;Español
6168;Cómo hablar;Amaral;Balada;Español
